Asset Class - Type,Bonds,Bonds,Equity,Equity,Equity,Equity,RiskyFI,RiskyFI
Asset Class - Name,US Government Bond USD Unhedged,US Inflation Linked Bond - USD Unhedged,Asia Pacific ex Japan Equity USD Hedged,Global Equity USD Hedged,Japan Equity - USD Unhedged,US Equity USD Unhedged,US High Yield Bond BB-B - USD Unhedged,USD Corporate Bond - USD Unhedged
Asset Data - Date,,,,,,,,
2000-10-31,0.0105312680949624,0.0174635363194379,,-0.0524110511553933,-0.1045873271670818,-0.0610922580694978,-0.0379602651193119,0.0057220790205474
2000-11-30,0.0205207176879273,0.0147495897100617,,-0.0612015216967683,-0.0414279371265958,-0.0789599786554119,-0.0353226830482008,0.0118720300032043
2000-12-31,0.0190553060078607,0.0100169373269594,,-0.0022944432096759,-0.0606947422506341,-0.0015403229767077,0.0270640447539511,0.0186443919842039
2001-01-31,0.0081614380660491,0.0211329603556632,,0.0271503447740704,-0.0118812995955163,0.0365673640070514,0.06248701073779,0.0286189631429382
2001-02-28,0.0120918158218336,0.0178597467253014,,-0.0775204980463337,-0.0449555735629322,-0.0893605586075311,0.0123557410184521,0.0084547901596863
2001-03-31,0.0032062099223759,0.0087598783480701,,-0.0462683343347756,-0.0289078269703632,-0.0637496527242718,-0.0181544456252214,0.0061318786709757
2001-04-30,-0.0124474348191757,0.0065636870879749,,0.0709968252237098,0.067987478772945,0.0779130871652254,-0.0101101207802749,-0.0032659855407283
2001-05-31,0.0031340487140181,0.0117249509083214,,-0.0060567104586172,-0.0023903979223805,0.0060179752322836,0.0152413770252807,0.0088703851541132
2001-06-30,0.0053655720446904,-0.0013183252544634,,-0.0247417674332004,-0.0595297278691209,-0.0228849344507739,-0.0232042035181618,0.0050084505186514
2001-07-31,0.0249619996622191,0.0165420234849577,,-0.0213093304092233,-0.0745025510841746,-0.0093256724245204,0.0148680253925827,0.027101667111113
2001-08-31,0.0132151331399946,0.0013676419810541,,-0.062805487424415,-0.025006034302129,-0.0664094032518964,0.0087325102880659,0.0129851464163694
2001-09-30,0.0158724995934298,0.0064698112952965,,-0.0890243575427664,-0.0927394745781739,-0.0764494109300477,-0.0604270526513328,-0.0033535651370393
2001-10-31,0.0277270835334422,0.0229557010530486,,0.0250406424217322,-0.0020797771800458,0.0146422456047119,0.0325300681689895,0.0246111523043879
2001-11-30,-0.0247671267017663,-0.0238042366371919,,0.0624229994956798,0.0108398928152738,0.0770710168004503,0.0328088073271041,-0.0084510697663049
2001-12-31,-0.0097431638129312,-0.0102468675417662,,0.0110236378795263,-0.0674499940578166,0.0063546189094296,-0.0088435041774564,-0.0072359799963862
2002-01-31,0.0067421529726764,0.0050464899503489,,-0.0194040469019437,-0.0782666183786148,-0.0141019085806892,0.0048966446481974,0.0084865751361336
2002-02-28,0.0090041015124327,0.015801967073487,,-0.0100158135422634,0.0415456577074013,-0.0195259140460655,-0.0092223166982798,0.0066005743119269
2002-03-31,-0.024071898123154,-0.0061291641632849,,0.0400669117854084,0.0583212480226058,0.0372887259355356,0.0215540005281225,-0.0185787506899636
2002-04-30,0.0248934300868828,0.0276934045286775,,-0.0461222981865489,0.0582175231970558,-0.0648573452119133,0.0131425894213059,0.012610119241659
2002-05-31,0.0055880111760225,0.0168793629229235,,-0.0108061979469956,0.0623467135447549,-0.0074380940111304,-0.0019055516133404,0.0140651649902482
2002-06-30,0.0141134124778983,0.0137594533172063,,-0.0791252265904438,-0.0520746711718879,-0.0762089971627848,-0.0726610429447853,9.558596917624096e-05
2002-07-31,0.0236931411314175,0.0169627209892467,,-0.0847091300643736,-0.0694598979991757,-0.071888191853942,-0.038910137137344,-0.0036349883655468
2002-08-31,0.0216240875912409,0.0375815619360628,,0.0016176737201938,-0.0105914931655316,0.0047604594083149,0.0315673427682821,0.0265213110039766
2002-09-30,0.0269715102259533,0.0242542977653678,,-0.1106299332875396,-0.0439971579799173,-0.1128414972435567,-0.0151877177586821,0.0190718154233187
2002-10-31,-0.0110734266747834,-0.0268613695445746,,0.0738679972979318,-0.0695768613707863,0.0908375112347222,-0.0091225903215844,-0.0134203976685801
2002-11-30,-0.00990766524989,-0.0005138787246209,,0.053637492556931,0.0405620979606242,0.0601941755055842,0.058151027058792,0.0156346101502188
2002-12-31,0.0259940195991355,0.0352311275868024,,-0.0656838801232481,-0.025750303743085,-0.0603897036238692,0.0109136500563773,0.0305306734361736
2003-01-31,-0.0030587216851825,0.0065955301900586,,-0.0372908859723532,-0.0405171545477178,-0.0241492126089343,0.0224240255037914,0.0042115262305439
2003-02-28,0.017221916698023,0.037484945483773,,-0.0164820266217765,0.0058965977997391,-0.015220187868805,0.011568552424837,0.0205425058324952
2003-03-31,-0.0041543364443432,-0.0171184841139134,,-0.0052025923050353,-0.0441419170911405,0.0093125845372511,0.0226552062710254,0.0004293363893297
2003-04-30,0.0046288359334819,-0.002155663370102,,0.0836066593649873,-0.0077972861801957,0.0835485108057245,0.0482100276227875,0.0199603688589023
2003-05-31,0.0288395904436859,0.0480062790794206,,0.0431584249269971,0.0485923042949562,0.0536558352201976,0.0066744247156425,0.0324074224449521
2003-06-30,-0.0061093603140378,-0.0098471291558798,,0.0208702150689843,0.0737599688847831,0.0123945901778805,0.0257301393156527,-0.0022834576525181
2003-07-31,-0.043918449086307,-0.0478985917883106,,0.0281857013631357,0.040587519353434,0.0185697384550613,-0.0165995317521484,-0.0434387461189604
2003-08-31,0.0059347181008901,0.0193400868527894,,0.0242931148354568,0.1053917877187629,0.0187639352970093,0.0114675677074475,0.008315186198404
2003-09-30,0.0301347677714154,0.0335867498982087,,-0.0159043971759913,0.0596800628582643,-0.0115438538065857,0.0248241984766305,0.0358088730464925
2003-10-31,-0.0152442448062886,0.0050758293008454,,0.0544122117964171,0.0457758972517018,0.0570829450861706,0.0182741551234681,-0.010517629915217
2003-11-30,0.0012543832140718,0.0004201983769162,,0.0067784389020729,-0.0308591327410243,0.009681706436967,0.0127696833847016,0.005077023112218
2003-12-31,0.0088551009367615,0.0092182485387864,,0.04564059101874,0.0693803807963961,0.0519630212850716,0.0216207991257617,0.0113894882130334
2004-01-31,0.0085233687062541,0.013246484156376,,0.0166415826963195,0.018094028502389,0.0181169358461207,0.0129037499407619,0.0104806688144973
2004-02-29,0.0123691722169362,0.0230569260095852,,0.0176577119281876,-0.0029215107899496,0.0121335602425674,0.0021722420880258,0.0124517142328651
2004-03-31,0.0093984962406015,0.0157849451989803,,-0.0087940735823312,0.1346339968543091,-0.0158822494663213,0.0088635454181673,0.009447187777723
2004-04-30,-0.0321776755394895,-0.0479336254062745,,-0.0038427153633243,-0.0542020464257422,-0.0153536607182504,-0.0084485254744857,-0.0314402318808565
2004-05-31,-0.0034237854050537,0.0172847659699821,,0.0018130155387631,-0.0350792028183946,0.0133018889826211,-0.0160276283243662,-0.0072398300629337
2004-06-30,0.0040034071550256,0.0004588869946988,,0.0211882874916642,0.0538792869162356,0.0188912841289138,0.0126772683230908,0.0044130728797437
2004-07-31,0.0095302734651169,0.0096403766049302,,-0.0288728435756549,-0.0592787705751613,-0.034048459575885,0.0157435533728539,0.0124418956796684
2004-08-31,0.0206734270827497,0.0265012316879616,,0.0017979919227249,0.0072540913484313,0.0051200633976359,0.0185889033074019,0.023777697104408
2004-09-30,0.0025798660665276,0.0022973011778735,,0.0130709057891944,-0.0232501702486264,0.0109802471090188,0.0134964722924601,0.006160672695785
2004-10-31,0.0079386805365452,0.0098383384538982,,0.0126233371975252,0.0261823234711538,0.0152927752292768,0.0176301684532925,0.0097573969053733
2004-11-30,-0.0134437805540466,-0.0030924738121595,,0.0341390130119223,0.0482754174710083,0.0411219097543497,0.0061072339998619,-0.0101696689972221
2004-12-31,0.0099105299380592,0.0184143019847311,,0.0339316487801078,0.0513196595670228,0.035053811503163,0.0119658226191441,0.01367861065723
2005-01-31,0.0073054381899957,-0.0005205393883936,,-0.009764332984537,-0.023220772071252,-0.0247568568187597,0.0006959113667576,0.0079664163604913
2005-02-28,-0.0081725435012041,-0.0043342397263277,,0.0257629560057248,0.0206201827191768,0.0208555335362518,0.0136685334482122,-0.0059551392044429
2005-03-31,-0.0032468418324193,0.0014838886582452,,-0.0095301053357223,-0.0202797929317775,-0.0159713527874838,-0.0269016641268646,-0.0132547555227695
2005-04-30,0.0175736340742363,0.0191811504841744,,-0.0220262589205105,-0.0257257129328149,-0.0180677728036728,-0.0056214125280759,0.0129718652030452
2005-05-31,0.0122128369290363,0.0071611327698291,,0.0358270033579524,-0.0090980678268431,0.032690996452095,0.0182583652802439,0.0137472353264502
2005-06-30,0.0061390453917295,0.0036469648083159,,0.0173810187764868,-0.0009684817022407,0.0025059901906229,0.0177646051180302,0.0081946816786825
2005-07-31,-0.0135502786655748,-0.0204483731543924,,0.0380775358157615,0.009963612395703,0.037574058830356,0.0135313491390793,-0.0098732539321709
2005-08-31,0.0158785412092326,0.0227368315532784,,0.0017572875972397,0.0695854690138548,-0.0092855193956896,0.0033391674183277,0.0153101792259198
2005-09-30,-0.0132844829858456,-0.0015346851631474,,0.0332646629435943,0.1036746620865718,0.0085687573707502,-0.0089363323529762,-0.0161421019234727
2005-10-31,-0.007800186990784,-0.0127871820877017,,-0.0183297656844959,-0.0119818044927734,-0.0164050520700873,-0.005754963505842,-0.0115512314958288
2005-11-30,0.0048461352071723,0.0020557617261913,,0.042990064551125,0.0426917947204426,0.0404071736334798,0.0049725993462512,0.0058806086536247
2005-12-31,0.0103421482731826,0.0110974305540949,,0.022577487264726,0.0857878633840904,0.0005614743970729,0.0089641074971441,0.0101105696500445
2006-01-31,-0.0029701132355669,0.0010438502445606,,0.0335251090458827,0.0504227911530891,0.0272945882910085,0.0158263864474648,-0.0021011483214577
2006-02-28,0.0014628826768091,-0.0003942992848797,,0.0043228339671872,-0.0084659009567563,0.001014756705513,0.004610592631264,0.0045160359055386
2006-03-31,-0.0107829597365345,-0.0215105807174492,,0.0257612717061745,0.0255939730445188,0.0128255548161612,0.0053776939560792,-0.0140957231566614
2006-04-30,-0.0041346721795628,-0.0018729029941934,,0.0107944768710859,0.0291087098680226,0.0131827978484656,0.003217488268364,-0.0034967952257312
2006-05-31,0.0003235198964736,0.003347860376648,,-0.0424040319022652,-0.0621766764154138,-0.0295906108450643,-0.0015746390487327,-0.0016897106564712
2006-06-30,0.0031802501078051,0.0028438560904376,,0.0065160564637216,-0.0110612426851947,0.0011215346418327,-0.0034557535978106,0.0012581437545081
2006-07-31,0.012385148568051,0.0157297471166108,,0.0069432419148517,-0.0055322294364035,0.0033392100893959,0.010333391516844,0.0146088287468456
2006-08-31,0.0147015895762015,0.0177242472401655,,0.0272616312584504,0.0150161883414686,0.0241568354207701,0.0169540329175449,0.0186360515899278
2006-09-30,0.0092751608912832,0.0019519710184775,,0.0192779674435194,-0.0160875482547142,0.0254581383287351,0.0129225890480775,0.0114519140033121
2006-10-31,0.0050713331266309,-0.0017538751266047,,0.0322272753917118,0.0174098922065701,0.034173311171834,0.0132049733887919,0.0080917079856531
2006-11-30,0.0104462848964814,0.0122299708782736,,0.0127925174930894,0.0071039078620346,0.0198438994624128,0.0156593133738702,0.0146568519730269
2006-12-31,-0.008218316044499,-0.0235839351027158,,0.0273743592628271,0.0248833351719926,0.0121453172393724,0.0092735451345125,-0.0090916412275385
2007-01-31,-0.0015954624114638,0.0011582079094665,,0.0188818053554317,0.0084627616185219,0.0181226354920632,0.00796107202644,7.472036813847156e-05
2007-02-28,0.0165834092412897,0.0209598823409028,,-0.0106012867012391,0.0402400847888981,-0.0182898926595307,0.0133131828813721,0.0205939856226952
2007-03-31,-0.000485002078009,0.0021306980463841,,0.0164032626148923,-0.0128328547020392,0.0108157844544099,0.0024558500350459,-0.005736052851639
2007-04-30,0.0051543947788798,0.0071537282039296,,0.0367551620237665,-0.01943794648401,0.0428658733838838,0.0119968246791821,0.0073390865247444
2007-05-31,-0.0089817274167583,-0.0123916425872416,,0.0354000231750133,0.0163350265673934,0.0350195618003819,0.0056883412381362,-0.0099960861210446
2007-06-30,-0.0004345479530466,-0.0016462757699465,,-0.0086299970517926,-0.0029977314777197,-0.0167203806925782,-0.016643077781336,-0.004892603025255
2007-07-31,0.0165852658552419,0.0228332995881699,,-0.0299633417793501,-0.0015939870307458,-0.0309530855219155,-0.0269209757737482,0.0023131655264627
2007-08-31,0.0156769478488747,0.0091598302110117,,0.0007289700105841,-0.0293645723527213,0.0151848982813832,0.0125400141432788,0.0080929649287764
2007-09-30,0.0053929475539537,0.0126150511063004,,0.0315937679403911,0.0234466481274294,0.0379579082293339,0.0237031508236924,0.0077013092468993
2007-10-31,0.0078638005455563,0.0115682228591598,,0.0223572460773384,-0.0037973717830794,0.016852450162812,0.0062234397133573,0.0120110463438365
2007-11-30,0.0306882982639199,0.040084238247955,,-0.0423034158489827,-0.0183167582361108,-0.0422113166741834,-0.0167019476116784,0.0059860832161972
2007-12-31,0.000798270585202,-0.0007113114656859,,-0.0073424227015159,-0.0395407202315605,-0.0057098149793047,0.0040792908876535,0.0015804448553212
2008-01-31,0.0253866741022437,0.0370287709247837,,-0.0841873824107106,-0.0456998538050203,-0.0606901852206584,-0.0065684974234504,0.0101757517490768
2008-02-29,0.0114012557568933,0.0134752597930081,,-0.0169122793669203,0.0069088463487003,-0.0310891297892091,-0.0108123225649847,0.001113725293771
2008-03-31,0.0069316334190382,0.0001084362498768,,-0.021595427211846,-0.0399454232902744,-0.0036838548497867,-0.0056386264583343,-0.0127069449680018
2008-04-30,-0.0171821436777695,-0.021201506016204,,0.0613113045209015,0.0726691504106321,0.0494980047717041,0.0381223175965664,0.0091495443899538
2008-05-31,-0.0116739043991112,0.0017834460756801,,0.0168556805274615,0.0251811277065276,0.0159559953656899,0.0024133618595806,-0.0095433202052893
2008-06-30,0.0078518839309167,0.0166301459232529,,-0.0827561965541626,-0.0681278683613891,-0.0815058938555116,-0.0248281977388605,-0.0063985763844996
2008-07-31,0.0042317043739745,-0.0067435558933376,,-0.0182515015694672,-0.0340788530505188,-0.0114368709732046,-0.0138456414512812,-0.0074761668278134
2008-08-31,0.012488385847826,0.0100361778752376,,0.0111261214184654,-0.0397687996221868,0.0136966064909032,0.00506063107785,0.0071896776386937
2008-09-30,0.0061225299906776,-0.0394137871685308,,-0.106463425115952,-0.1115788164877111,-0.0917257111884633,-0.0789622470423827,-0.0776877693286316
2008-10-31,-0.0011043632313781,-0.0827748824549076,,-0.1574441795384959,-0.1478185438255874,-0.1710159441861851,-0.1487682275680746,-0.064441875305771
2008-11-30,0.0530704971037045,0.0123969187922092,,-0.0598340491697656,-0.0124710479380297,-0.0737851049370164,-0.0709576907115498,0.0406854703964661
2008-12-31,0.0338785594135308,0.0482750028740244,,0.0110361593439194,0.0813445821360619,0.0129661864140447,0.0656639254827584,0.0679687131226018
2009-01-31,-0.029158131552929,0.0082559304625427,,-0.0699158753157653,-0.0679661656241943,-0.0814665371693166,0.069760730041367,0.0045336092307657
2009-02-28,-0.0052596661734294,-0.0193253936880538,,-0.0877034991438806,-0.1237937970084181,-0.1024898562996715,-0.0237862768021172,-0.0196726417580644
2009-03-31,0.0217858870199301,0.0588450565628049,,0.0647529659850114,0.0216549947662928,0.0856888880630311,0.0186675440039481,-0.0041310123137073
2009-04-30,-0.0182441090923156,-0.0193212215962446,,0.1050791310420084,0.0962551290809789,0.0960176867004955,0.0907423197168178,0.0347180178370009
2009-05-31,-0.0100883517247071,0.0207530674355881,,0.0593439695242976,0.1030562463128626,0.0550191668189534,0.0538907971100319,0.0390374076984944
2009-06-30,-0.0021206594007123,0.005032422408178,,-0.0001811095306522,0.0176135975478461,0.0022630867328213,0.0266576758822207,0.0273168842153833
2009-07-31,0.0041847389671433,0.0012837977296181,,0.0754136471078461,0.0427919726891244,0.0753769940271033,0.0464904982923198,0.0431736691988053
2009-08-31,0.0089036710031136,0.0081157133898506,,0.0377458784952085,0.0393682776125915,0.0347796721562935,0.0153453488007196,0.0183339877201848
2009-09-30,0.007779212735043,0.0211958018253643,,0.0311735850795838,-0.0167607120685664,0.0387894948892018,0.0464735334720705,0.017751258870927
2009-10-31,-0.000485742131721,0.0121673230509923,,-0.022387761381445,-0.0250809759303866,-0.0193700580728691,0.015032930683127,0.0070278625120442
2009-11-30,0.0139234293387342,0.027924289089213,,0.0311954820401126,-0.0102620080366444,0.0594935285826685,0.0077349084419615,0.0143095251881511
2009-12-31,-0.0261237251555747,-0.0219751364144312,,0.0359882551573373,0.0077683684411945,0.0205994152269097,0.0234404700605862,-0.0078083774263204
2010-01-31,0.0158115891831384,0.0159237743752991,,-0.0356922414811239,0.018983967776635,-0.035079895785014,0.0124791935074338,0.0163147677822493
2010-02-28,0.0039512462276914,-0.0118808889554605,,0.0195972618843605,0.0112171065267943,0.030861970447828,0.0026146158418783,0.0035550233514904
2010-03-31,-0.0084744576900156,0.0014265751567708,,0.0653916973534559,0.0505469722083859,0.0598852976016896,0.0280141367634593,0.0029867100811545
2010-04-30,0.0104820789800297,0.024409053916449,,0.0030569180774735,-0.0015330518719314,0.0160232488256159,0.0183609009682841,0.0182028216694308
2010-05-31,0.0171029474154809,-0.0004466903514459,,-0.0727412294173954,-0.080864268593404,-0.0806270746164457,-0.0297370959321104,-0.0055123519871976
2010-06-30,0.0185700026848834,0.0144117768251866,,-0.0415535087404986,-0.0200356748913175,-0.0531759644032328,0.0144737862129662,0.0213129573473365
